ride_id,timestamp,origin_lat,origin_lon,dest_lat,dest_lon,vehicle_type,trip_distance,trip_duration,fare,hour,day_of_week,is_rush_hour
R008700,2024-01-07 15:27:38,40.702116,-74.03759,40.70331,-74.023609,economy,1.19,2.09,4.47,15,6,0
R008701,2024-01-13 02:52:35,40.68532,-74.025403,40.702709,-73.97046,sedan,5.02,5.12,10.47,2,5,0
R008702,2024-01-17 15:36:01,40.673921,-73.996517,40.732013,-73.989352,economy,6.49,14.85,13.45,15,2,0
R008703,2024-01-03 05:57:25,40.727738,-73.991426,40.692099,-73.988445,economy,3.97,8.98,9.44,5,2,0
R008704,2024-01-06 12:10:10,40.698897,-74.021853,40.696788,-73.980994,sedan,3.45,5.1,11.26,12,5,0
R008705,2024-01-20 06:12:20,40.749612,-74.007988,40.688912,-73.962657,sedan,7.76,14.37,22.31,6,5,0
R008706,2024-01-28 09:18:14,40.72626,-74.009399,40.692778,-74.027259,suv,4.02,10.44,25.73,9,6,1
R008707,2024-01-17 08:01:46,40.699683,-74.026172,40.704607,-74.040207,economy,1.3,4.73,6.87,8,2,1
R008708,2024-01-23 04:03:02,40.681411,-74.026895,40.730309,-74.000488,sedan,5.88,7.48,13.16,4,1,0
R008709,2024-01-17 20:07:09,40.696453,-73.982099,40.75731,-74.010706,economy,7.18,12.49,15.1,20,2,0
R008710,2024-01-26 21:29:32,40.686079,-74.020578,40.733753,-73.99309,economy,5.79,10.48,13.4,21,4,0
R008711,2024-01-20 23:17:03,40.752294,-74.000617,40.701172,-73.978705,economy,5.98,7.46,9.98,23,5,0
R008712,2024-01-07 15:26:56,40.688131,-74.000111,40.68551,-74.016881,sedan,1.44,2.12,7.24,15,6,0
R008713,2024-01-17 03:19:47,40.70159,-74.018553,40.709247,-73.990308,sedan,2.53,3.23,7.9,3,2,0
R008714,2024-01-16 18:39:54,40.670155,-73.970284,40.726671,-74.035252,sedan,8.34,28.47,46.05,18,1,1
R008715,2024-01-03 19:09:00,40.750273,-74.018115,40.691234,-74.044373,suv,6.93,30.87,55.27,19,2,1
R008716,2024-01-24 13:22:15,40.755715,-74.004082,40.725274,-74.034536,economy,4.25,7.43,9.91,13,2,0
R008717,2024-01-30 12:34:18,40.744139,-73.999324,40.691496,-74.019971,sedan,6.11,9.42,17.35,12,1,0
R008718,2024-01-02 03:03:53,40.743328,-73.997158,40.675304,-74.016152,sedan,7.73,7.79,16.72,3,1,0
R008719,2024-01-23 19:39:30,40.722235,-74.03817,40.709307,-73.969571,sedan,5.96,20.43,35.1,19,1,1
R008720,2024-01-23 10:03:08,40.710235,-73.993355,40.683419,-74.030945,suv,4.35,8.55,19.05,10,1,0
R008721,2024-01-26 03:42:10,40.686939,-74.039833,40.705582,-73.975036,economy,5.84,6.92,10.01,3,4,0
R008722,2024-01-09 09:43:49,40.756286,-74.050082,40.716719,-74.035199,sedan,4.57,12.94,21.56,9,1,1
R008723,2024-01-08 21:00:28,40.727939,-74.014859,40.756567,-73.992154,economy,3.71,7.32,9.26,21,0,0
R008724,2024-01-26 13:30:28,40.692439,-73.988075,40.743266,-74.031949,economy,6.75,13.34,15.32,13,4,0
R008725,2024-01-07 18:00:28,40.733421,-73.990968,40.746104,-73.969638,sedan,2.28,8.25,16.45,18,6,1
R008726,2024-01-13 13:11:25,40.729702,-73.977261,40.739601,-73.986855,economy,1.37,3.21,4.96,13,5,0
R008727,2024-01-15 23:08:10,40.692713,-73.993855,40.714938,-73.970132,economy,3.18,4.87,6.74,23,0,0
R008728,2024-01-09 17:00:13,40.726805,-74.038064,40.672674,-73.970022,sedan,8.31,25.41,44.09,17,1,1
R008729,2024-01-10 08:01:43,40.74907,-74.021628,40.682945,-74.022277,suv,7.35,24.22,47.29,8,2,1
R008730,2024-01-20 11:24:21,40.723411,-74.040065,40.71127,-73.986146,economy,4.74,7.34,10.87,11,5,0
R008731,2024-01-10 02:40:17,40.668222,-74.008903,40.678658,-73.96802,sedan,3.64,4.28,9.32,2,2,0
R008732,2024-01-27 10:45:25,40.696145,-74.023677,40.689102,-74.027314,suv,0.84,1.85,8.37,10,5,0
R008733,2024-01-29 02:05:42,40.722157,-73.972729,40.7028,-73.979034,economy,2.22,2.99,4.94,2,0,0
R008734,2024-01-20 07:59:34,40.714235,-73.991237,40.729151,-74.030043,economy,3.67,13.94,15.6,7,5,1
R008735,2024-01-02 15:00:42,40.70896,-74.010544,40.706059,-73.98801,economy,1.93,3.9,6.5,15,1,0
R008736,2024-01-22 22:06:31,40.688798,-74.017552,40.685859,-74.022921,economy,0.56,1.12,3.77,22,0,0
R008737,2024-01-28 02:56:02,40.678962,-74.01518,40.67469,-73.980218,economy,2.99,3.99,5.7,2,6,0
R008738,2024-01-07 20:04:48,40.686568,-74.030648,40.728456,-73.993526,sedan,5.61,10.0,17.03,20,6,0
R008739,2024-01-13 03:49:11,40.699215,-74.009827,40.699698,-73.984414,economy,2.14,3.44,4.55,3,5,0
R008740,2024-01-11 16:52:20,40.694838,-73.981478,40.731114,-74.001274,sedan,4.37,6.46,13.73,16,3,0
R008741,2024-01-18 16:53:05,40.723991,-74.026232,40.706426,-74.045916,sedan,2.56,4.32,9.9,16,3,0
R008742,2024-01-20 12:21:04,40.697019,-73.985858,40.723224,-74.039972,sedan,5.41,10.03,17.31,12,5,0
R008743,2024-01-07 05:05:30,40.755073,-74.027632,40.720208,-74.0092,sedan,4.18,8.35,16.11,5,6,0
R008744,2024-01-10 10:29:18,40.750071,-73.970349,40.678846,-74.01994,economy,8.96,19.35,20.11,10,2,0
R008745,2024-01-13 01:33:49,40.724607,-73.961557,40.723784,-74.046519,sedan,7.16,7.75,15.92,1,5,0
R008746,2024-01-17 21:12:19,40.689999,-74.017027,40.696512,-73.997233,economy,1.82,3.42,5.59,21,2,0
R008747,2024-01-24 07:59:10,40.733978,-73.963648,40.748256,-73.985903,economy,2.46,9.18,11.14,7,2,1
R008748,2024-01-03 23:52:20,40.686664,-74.009016,40.698021,-73.985378,economy,2.36,2.85,5.09,23,2,0
R008749,2024-01-03 20:22:52,40.756935,-74.045141,40.690736,-73.977599,economy,9.3,16.21,18.26,20,2,0
R008750,2024-01-25 19:36:34,40.72998,-73.985316,40.684604,-73.985669,economy,5.05,19.86,23.22,19,3,1
R008751,2024-01-26 18:09:01,40.730265,-74.042844,40.694381,-74.019802,sedan,4.44,15.49,26.4,18,4,1
R008752,2024-01-14 23:48:49,40.695048,-73.987267,40.699495,-73.98185,sedan,0.67,1.0,4.18,23,6,0
R008753,2024-01-19 06:55:10,40.73539,-74.030017,40.690535,-74.036685,sedan,5.02,8.94,17.39,6,4,0
R008754,2024-01-07 23:51:14,40.730665,-73.980047,40.690519,-74.024527,sedan,5.83,6.3,14.2,23,6,0
R008755,2024-01-12 09:32:20,40.693146,-74.034927,40.719337,-74.019722,sedan,3.18,10.4,17.41,9,4,1
R008756,2024-01-30 20:11:47,40.701501,-73.97777,40.678978,-74.021752,economy,4.47,7.41,10.0,20,1,0
R008757,2024-01-09 15:39:28,40.716396,-74.034921,40.672917,-74.021914,economy,4.96,10.95,11.16,15,1,0
R008758,2024-01-01 00:09:54,40.710509,-74.02478,40.7291,-73.990392,economy,3.56,4.53,6.64,0,0,0
R008759,2024-01-29 05:47:26,40.727936,-73.995919,40.709727,-73.965216,economy,3.29,5.79,7.79,5,0,0
R008760,2024-01-23 16:52:25,40.682992,-74.015723,40.73136,-73.992264,economy,5.73,10.41,12.91,16,1,0
R008761,2024-01-05 15:44:31,40.668854,-73.979437,40.682698,-74.019772,suv,3.73,6.85,17.17,15,4,0
R008762,2024-01-20 09:59:48,40.735497,-73.990828,40.699418,-74.000918,economy,4.1,15.53,15.29,9,5,1
R008763,2024-01-27 18:07:23,40.671499,-73.988395,40.704533,-73.990302,economy,3.68,17.08,18.69,18,5,1
R008764,2024-01-19 05:30:04,40.686184,-74.003175,40.706223,-74.025604,economy,2.92,6.22,7.87,5,4,0
R008765,2024-01-13 03:24:10,40.690691,-74.033317,40.733022,-73.985523,economy,6.2,9.93,9.68,3,5,0
R008766,2024-01-22 01:48:48,40.683318,-74.036444,40.742738,-74.047231,economy,6.67,8.75,10.98,1,0,0
R008767,2024-01-15 09:19:25,40.702157,-74.031569,40.699924,-73.979522,economy,4.39,16.32,17.57,9,0,1
R008768,2024-01-04 15:47:20,40.689666,-74.036681,40.680616,-74.031335,suv,1.1,1.91,8.65,15,3,0
R008769,2024-01-08 03:54:20,40.693559,-74.008266,40.689756,-73.991595,economy,1.47,1.74,4.02,3,0,0
R008770,2024-01-04 15:18:04,40.678924,-74.015617,40.706314,-74.018279,suv,3.05,6.07,16.04,15,3,0
R008771,2024-01-08 14:22:06,40.696538,-73.982335,40.688944,-73.98488,sedan,0.87,1.58,5.51,14,0,0
R008772,2024-01-17 21:36:35,40.695917,-74.019972,40.6916,-74.042252,economy,1.94,4.74,6.51,21,2,0
R008773,2024-01-28 06:41:08,40.754474,-73.990229,40.688544,-74.026085,sedan,7.93,12.14,22.17,6,6,0
R008774,2024-01-10 22:39:53,40.723418,-74.027037,40.750798,-74.012492,suv,3.28,5.37,17.02,22,2,0
R008775,2024-01-12 11:41:42,40.700535,-73.995891,40.730271,-73.992987,sedan,3.32,4.87,11.27,11,4,0
R008776,2024-01-22 18:51:05,40.72559,-74.038347,40.679236,-74.022138,suv,5.33,18.41,39.89,18,0,1
R008777,2024-01-11 18:23:15,40.7177,-73.985229,40.693755,-73.986945,economy,2.67,11.7,14.43,18,3,1
R008778,2024-01-19 23:31:03,40.720266,-74.042295,40.746096,-73.984383,economy,5.66,7.63,8.76,23,4,0
R008779,2024-01-22 18:36:06,40.687924,-74.023691,40.732541,-74.042717,economy,5.21,21.61,24.17,18,0,1
R008780,2024-01-05 01:40:48,40.695697,-73.986696,40.697463,-73.972562,economy,1.21,1.39,3.09,1,4,0
R008781,2024-01-27 23:40:27,40.72226,-74.037896,40.679365,-74.034369,economy,4.78,7.36,8.34,23,5,0
R008782,2024-01-30 03:51:56,40.726898,-74.048388,40.682991,-74.025343,economy,5.25,5.68,8.45,3,1,0
R008783,2024-01-16 11:09:05,40.732298,-73.993335,40.74116,-74.040555,sedan,4.1,7.74,14.42,11,1,0
R008784,2024-01-11 09:11:22,40.672185,-73.97112,40.699443,-73.969464,suv,3.03,9.52,21.01,9,3,1
R008785,2024-01-17 12:52:09,40.738671,-73.981666,40.686749,-73.965205,sedan,5.94,9.53,19.24,12,2,0
R008786,2024-01-26 08:18:51,40.730133,-73.988076,40.701001,-73.984155,economy,3.26,13.89,15.09,8,4,1
R008787,2024-01-20 23:09:39,40.692694,-73.979995,40.69926,-73.999423,sedan,1.79,2.16,5.57,23,5,0
R008788,2024-01-15 00:53:24,40.701137,-73.98057,40.685931,-74.033835,economy,4.8,6.32,8.33,0,0,0
R008789,2024-01-17 23:12:35,40.744304,-74.007082,40.755295,-74.035693,suv,2.7,3.95,11.58,23,2,0
R008790,2024-01-29 10:05:29,40.732499,-74.041913,40.69377,-74.020578,economy,4.67,10.44,10.56,10,0,0
R008791,2024-01-15 15:01:02,40.68133,-74.025474,40.688151,-74.042218,sedan,1.6,3.38,7.35,15,0,0
R008792,2024-01-15 12:08:29,40.720087,-73.964387,40.694437,-73.982413,economy,3.23,6.32,8.32,12,0,0
R008793,2024-01-07 17:10:29,40.7515,-73.967183,40.680631,-74.035028,economy,9.74,38.86,41.36,17,6,1
R008794,2024-01-27 12:48:51,40.686039,-74.027075,40.703554,-73.981744,suv,4.29,8.67,22.73,12,5,0
R008795,2024-01-07 09:33:13,40.70075,-74.045275,40.736777,-73.999631,sedan,5.55,16.94,27.32,9,6,1
R008796,2024-01-05 07:54:00,40.699539,-73.981361,40.711735,-74.003881,sedan,2.33,6.16,13.37,7,4,1
R008797,2024-01-01 07:33:03,40.751216,-73.987685,40.69106,-74.024523,sedan,7.37,22.11,34.81,7,0,1
R008798,2024-01-29 02:34:20,40.717873,-74.040162,40.695239,-73.988622,economy,5.02,6.13,8.67,2,0,0
R008799,2024-01-02 03:44:59,40.719781,-74.029781,40.732614,-73.997839,economy,3.05,4.47,5.76,3,1,0
R008800,2024-01-02 18:34:03,40.742701,-74.015948,40.703508,-74.032654,sedan,4.58,14.0,24.47,18,1,1
R008801,2024-01-27 08:02:42,40.681802,-74.023104,40.749453,-74.021715,economy,7.52,25.05,22.94,8,5,1
R008802,2024-01-24 16:59:30,40.754225,-73.982188,40.685956,-73.98327,economy,7.59,17.96,16.65,16,2,0
R008803,2024-01-17 12:23:20,40.755403,-74.043336,40.68712,-74.03752,economy,7.61,13.45,13.88,12,2,0
R008804,2024-01-28 14:28:24,40.701019,-73.963644,40.740092,-73.984701,economy,4.69,10.29,11.09,14,6,0
R008805,2024-01-14 09:19:09,40.676201,-74.038092,40.753665,-73.999971,economy,9.19,30.47,28.09,9,6,1
R008806,2024-01-03 19:13:09,40.704428,-73.998861,40.7003,-73.979294,sedan,1.71,5.21,12.57,19,2,1
R008807,2024-01-10 19:17:08,40.73516,-74.042825,40.752477,-74.036953,economy,1.99,8.23,11.02,19,2,1
R008808,2024-01-14 12:03:39,40.75674,-73.981161,40.688742,-74.022703,sedan,8.33,15.16,26.45,12,6,0
R008809,2024-01-04 08:38:35,40.713385,-73.971725,40.734222,-73.973617,economy,2.32,8.5,9.75,8,3,1
R008810,2024-01-01 23:58:44,40.723611,-74.046326,40.722967,-73.974882,economy,6.02,8.3,9.57,23,0,0
R008811,2024-01-20 07:07:11,40.726073,-74.026812,40.73005,-74.002599,sedan,2.09,6.95,12.52,7,5,1
R008812,2024-01-23 06:24:09,40.738295,-73.974122,40.753667,-73.983721,suv,1.89,3.26,11.13,6,1,0
R008813,2024-01-11 20:22:13,40.695662,-73.980499,40.7214,-74.034657,suv,5.39,10.54,25.24,20,3,0
R008814,2024-01-15 20:27:13,40.700546,-73.98451,40.733356,-74.039477,sedan,5.9,9.72,18.54,20,0,0
R008815,2024-01-15 13:22:19,40.700737,-73.961246,40.71353,-74.000735,economy,3.62,6.78,8.15,13,0,0
R008816,2024-01-30 19:37:04,40.689271,-73.980945,40.735524,-73.998099,sedan,5.34,18.72,28.88,19,1,1
R008817,2024-01-23 15:48:32,40.731359,-74.033157,40.734929,-74.018628,suv,1.29,2.27,9.87,15,1,0
R008818,2024-01-30 08:42:49,40.752149,-73.96111,40.709405,-73.995687,economy,5.57,25.02,21.72,8,1,1
R008819,2024-01-28 04:36:33,40.695915,-74.042078,40.695783,-73.973991,economy,5.74,9.1,10.33,4,6,0
R008820,2024-01-20 00:29:20,40.691303,-73.980053,40.715052,-74.030945,suv,5.04,6.29,17.01,0,5,0
R008821,2024-01-12 11:51:06,40.720291,-74.044779,40.734401,-73.986132,sedan,5.19,9.01,14.7,11,4,0
R008822,2024-01-04 17:33:25,40.688881,-73.981667,40.685504,-73.977259,economy,0.53,2.03,5.75,17,3,1
R008823,2024-01-04 02:23:35,40.705286,-74.043005,40.700348,-73.970168,economy,6.16,8.57,10.39,2,3,0
R008824,2024-01-17 14:53:08,40.725608,-74.014856,40.742451,-73.967626,sedan,4.4,6.93,14.1,14,2,0
R008825,2024-01-24 05:56:26,40.682518,-73.986151,40.697074,-73.980315,economy,1.69,3.66,5.93,5,2,0
R008826,2024-01-13 05:41:55,40.735692,-73.987458,40.735454,-74.033917,sedan,3.91,6.78,13.48,5,5,0
R008827,2024-01-03 03:25:39,40.719593,-74.002293,40.677096,-74.012514,sedan,4.8,6.43,10.97,3,2,0
R008828,2024-01-11 08:15:21,40.745812,-73.978067,40.694322,-74.04686,suv,8.15,22.96,45.82,8,3,1
R008829,2024-01-26 04:47:49,40.727485,-74.046206,40.670537,-74.017627,economy,6.78,7.6,11.2,4,4,0
R008830,2024-01-24 00:44:08,40.727851,-74.034248,40.730456,-73.995224,economy,3.3,4.51,6.14,0,2,0
R008831,2024-01-27 22:30:50,40.721866,-74.039935,40.731831,-74.025212,economy,1.66,3.33,5.48,22,5,0
R008832,2024-01-27 04:07:11,40.728343,-73.983128,40.69453,-74.006843,economy,4.26,6.13,7.27,4,5,0
R008833,2024-01-10 16:39:36,40.733797,-73.987583,40.69738,-73.975156,economy,4.18,8.27,10.12,16,2,0
R008834,2024-01-23 08:51:13,40.691445,-73.98763,40.731545,-74.005062,economy,4.69,16.0,16.79,8,1,1
R008835,2024-01-25 02:47:03,40.672539,-74.046168,40.710867,-73.982206,economy,6.87,8.14,10.52,2,3,0
R008836,2024-01-27 02:50:04,40.669159,-74.036951,40.706165,-73.975716,suv,6.6,7.82,20.75,2,5,0
R008837,2024-01-21 02:36:34,40.749809,-74.014014,40.736921,-74.036017,economy,2.34,3.91,4.51,2,6,0
R008838,2024-01-01 21:20:19,40.737132,-73.995063,40.680018,-74.029603,economy,6.99,13.42,14.37,21,0,0
R008839,2024-01-04 07:06:09,40.693771,-73.982874,40.702058,-73.973562,economy,1.21,4.93,7.41,7,3,1
R008840,2024-01-27 03:15:22,40.717946,-74.001358,40.669602,-73.981618,suv,5.63,7.51,19.56,3,5,0
R008841,2024-01-09 22:00:28,40.693478,-73.96812,40.669363,-74.026335,sedan,5.59,9.54,18.26,22,1,0
R008842,2024-01-16 03:41:35,40.721703,-73.983521,40.68582,-74.028447,sedan,5.5,5.38,12.67,3,1,0
R008843,2024-01-09 06:26:35,40.744428,-73.964442,40.724264,-74.041223,suv,6.85,13.45,29.5,6,1,0
R008844,2024-01-29 07:48:39,40.725381,-73.992609,40.702643,-73.983396,sedan,2.64,8.18,15.11,7,0,1
R008845,2024-01-25 00:52:52,40.685361,-74.047226,40.752732,-74.007527,economy,8.2,12.56,13.71,0,3,0
R008846,2024-01-29 11:42:33,40.721233,-74.033381,40.691999,-74.026592,economy,3.3,6.13,8.36,11,0,0
R008847,2024-01-24 15:24:43,40.729771,-73.994521,40.757241,-74.030827,economy,4.32,8.84,10.24,15,2,0
R008848,2024-01-25 13:55:31,40.688678,-74.033756,40.672541,-73.965924,economy,5.99,11.78,11.73,13,3,0
R008849,2024-01-24 23:52:18,40.717573,-74.036445,40.738866,-73.988316,sedan,4.7,5.69,11.17,23,2,0
R008850,2024-01-19 01:25:28,40.741206,-74.011451,40.754173,-74.040992,economy,2.88,3.58,5.42,1,4,0
R008851,2024-01-27 00:54:48,40.757457,-74.024524,40.703134,-73.98272,economy,6.99,11.69,11.92,0,5,0
R008852,2024-01-09 09:12:53,40.699225,-73.996356,40.728097,-74.040247,economy,4.9,18.9,17.93,9,1,1
R008853,2024-01-15 23:22:17,40.688914,-74.031531,40.714661,-74.027265,economy,2.89,3.92,5.46,23,0,0
R008854,2024-01-07 22:16:36,40.709661,-74.007974,40.725418,-74.037275,suv,3.03,5.33,15.4,22,6,0
R008855,2024-01-14 16:39:32,40.721575,-73.97298,40.726258,-74.008797,sedan,3.06,4.92,10.21,16,6,0
R008856,2024-01-29 06:10:10,40.736189,-74.049262,40.673557,-73.973652,suv,9.44,17.88,37.06,6,0,0
R008857,2024-01-08 10:01:11,40.696502,-73.97667,40.696974,-73.985329,economy,0.73,1.58,3.88,10,0,0
R008858,2024-01-13 20:37:00,40.721424,-74.03675,40.685959,-74.006398,economy,4.7,10.49,11.91,20,5,0
R008859,2024-01-30 15:56:00,40.698003,-73.981331,40.727222,-74.014321,sedan,4.28,8.42,14.85,15,1,0
R008860,2024-01-24 10:08:10,40.7369,-73.984848,40.675262,-73.96829,suv,6.99,14.46,28.45,10,2,0
R008861,2024-01-22 05:46:58,40.721244,-74.033659,40.688817,-74.022235,economy,3.73,7.94,9.48,5,0,0
R008862,2024-01-09 04:59:03,40.684781,-73.975136,40.724791,-74.001138,sedan,4.96,5.67,10.67,4,1,0
R008863,2024-01-12 06:22:53,40.731898,-73.988717,40.72059,-74.029141,sedan,3.63,5.81,12.3,6,4,0
R008864,2024-01-14 07:34:12,40.719246,-74.006572,40.731028,-74.034294,economy,2.68,8.48,10.92,7,6,1
R008865,2024-01-25 06:26:55,40.693028,-73.9755,40.723097,-73.971559,suv,3.36,5.42,16.07,6,3,0
R008866,2024-01-20 02:38:36,40.747551,-74.018728,40.733523,-74.022191,economy,1.59,2.44,3.83,2,5,0
R008867,2024-01-23 03:53:14,40.681868,-73.972972,40.702686,-74.049265,economy,6.84,10.53,10.71,3,1,0
R008868,2024-01-11 23:20:15,40.745142,-73.999891,40.69427,-74.003493,economy,5.66,7.54,9.67,23,3,0
R008869,2024-01-07 15:54:20,40.702489,-74.002428,40.747642,-73.998607,economy,5.03,10.6,12.1,15,6,0
R008870,2024-01-07 02:32:41,40.712473,-73.990471,40.67926,-73.995119,economy,3.71,4.87,6.62,2,6,0
R008871,2024-01-14 12:14:15,40.69122,-73.981473,40.738973,-73.996466,sedan,5.46,9.96,17.78,12,6,0
R008872,2024-01-04 10:16:46,40.689087,-74.021077,40.694087,-73.983331,economy,3.23,5.84,8.13,10,3,0
R008873,2024-01-25 11:43:16,40.749765,-74.011177,40.724734,-74.032553,suv,3.32,6.09,16.67,11,3,0
R008874,2024-01-28 13:23:41,40.706864,-73.987728,40.723605,-73.987815,suv,1.86,3.19,10.47,13,6,0
R008875,2024-01-30 13:30:43,40.684046,-73.990715,40.715302,-73.981388,economy,3.56,6.98,8.51,13,1,0
R008876,2024-01-20 00:29:22,40.689388,-74.002833,40.675459,-74.033771,sedan,3.03,4.05,8.08,0,5,0
R008877,2024-01-09 11:26:10,40.711141,-74.032798,40.733923,-74.030541,sedan,2.54,4.01,9.28,11,1,0
R008878,2024-01-11 13:54:21,40.68382,-74.030551,40.690519,-74.02768,sedan,0.78,1.19,5.03,13,3,0
R008879,2024-01-20 09:31:25,40.709305,-73.977306,40.733994,-74.020966,suv,4.59,13.71,30.12,9,5,1
R008880,2024-01-27 11:42:48,40.738934,-74.041341,40.683089,-74.025358,economy,6.35,10.49,13.02,11,5,0
R008881,2024-01-30 09:16:06,40.704476,-73.975873,40.747808,-73.972004,sedan,4.83,13.86,21.3,9,1,1
R008882,2024-01-19 23:47:49,40.676884,-74.022913,40.689192,-74.024072,sedan,1.37,1.92,5.43,23,4,0
R008883,2024-01-04 09:41:38,40.69894,-73.987987,40.697505,-73.963272,sedan,2.09,7.5,13.23,9,3,1
R008884,2024-01-21 20:42:10,40.722091,-74.042513,40.716663,-74.002381,economy,3.44,6.2,8.98,20,6,0
R008885,2024-01-25 23:05:44,40.699479,-73.976062,40.671341,-73.987385,economy,3.27,4.71,6.46,23,3,0
R008886,2024-01-27 08:49:52,40.702,-73.997842,40.683226,-73.996887,sedan,2.09,6.15,12.64,8,5,1
R008887,2024-01-30 14:12:08,40.727761,-73.993907,40.702959,-74.029235,suv,4.06,8.0,19.97,14,1,0
R008888,2024-01-13 19:16:16,40.73441,-74.018522,40.66811,-74.031276,suv,7.45,29.55,61.73,19,5,1
R008889,2024-01-13 19:31:42,40.688946,-73.979444,40.674617,-73.980362,sedan,1.6,5.8,11.92,19,5,1
R008890,2024-01-11 07:46:36,40.7571,-74.042842,40.710385,-73.996842,suv,6.48,23.06,44.53,7,3,1
R008891,2024-01-01 11:48:17,40.733306,-73.984071,40.706857,-73.995314,suv,3.09,5.86,16.37,11,0,0
R008892,2024-01-19 18:19:45,40.722303,-74.020582,40.721451,-73.994501,sedan,2.2,7.87,17.14,18,4,1
R008893,2024-01-22 03:54:07,40.68558,-73.998627,40.695191,-73.982278,economy,1.74,2.43,4.24,3,0,0
R008894,2024-01-05 04:57:28,40.721109,-74.034906,40.695321,-74.024929,sedan,2.99,3.81,7.41,4,4,0
R008895,2024-01-17 21:21:54,40.745939,-74.002159,40.727668,-73.98981,sedan,2.28,4.03,9.41,21,2,0
R008896,2024-01-25 06:41:29,40.729436,-73.986775,40.684463,-74.022596,economy,5.84,11.73,13.04,6,3,0
R008897,2024-01-22 08:14:58,40.737806,-73.988194,40.724213,-74.038489,sedan,4.5,16.11,23.85,8,0,1
R008898,2024-01-19 05:16:25,40.736537,-73.990595,40.73041,-74.040418,suv,4.25,7.5,19.81,5,4,0
R008899,2024-01-18 20:22:16,40.757672,-74.021103,40.712434,-74.008985,sedan,5.13,8.79,15.48,20,3,0
R008900,2024-01-21 14:57:11,40.681256,-73.978822,40.754048,-73.978275,economy,8.09,16.18,16.6,14,6,0
R008901,2024-01-11 01:32:04,40.70266,-73.97827,40.721758,-73.962952,sedan,2.49,3.74,7.52,1,3,0
R008902,2024-01-09 21:49:08,40.688509,-74.020431,40.702327,-73.972844,sedan,4.3,6.74,13.73,21,1,0
R008903,2024-01-07 10:17:42,40.696003,-73.98162,40.678961,-74.021966,economy,3.89,8.71,8.86,10,6,0
R008904,2024-01-12 18:54:32,40.70659,-73.972912,40.717451,-74.001867,sedan,2.72,9.21,19.32,18,4,1
R008905,2024-01-26 13:18:48,40.716043,-73.962059,40.684095,-73.985622,economy,4.07,9.18,10.09,13,4,0
R008906,2024-01-06 02:09:15,40.689635,-73.984977,40.689645,-74.027448,sedan,3.58,4.13,9.37,2,5,0
R008907,2024-01-02 22:25:09,40.732014,-74.047849,40.689593,-74.032152,economy,4.9,11.0,11.6,22,1,0
R008908,2024-01-23 06:24:05,40.699898,-73.980513,40.720749,-74.031442,economy,4.88,9.84,11.35,6,1,0
R008909,2024-01-29 13:10:53,40.755075,-74.049869,40.710357,-74.0319,suv,5.2,9.58,23.64,13,0,0
R008910,2024-01-17 15:02:47,40.721444,-73.988731,40.669513,-73.997816,economy,5.83,14.59,14.2,15,2,0
R008911,2024-01-04 08:24:36,40.674617,-74.046,40.683779,-73.972745,suv,6.26,19.24,35.51,8,3,1
R008912,2024-01-26 16:55:57,40.702915,-73.986707,40.691153,-74.044845,economy,5.07,11.6,11.6,16,4,0
R008913,2024-01-14 13:32:21,40.750147,-74.046426,40.740745,-74.045044,economy,1.05,2.16,4.52,13,6,0
R008914,2024-01-26 14:33:38,40.680878,-74.033392,40.694225,-73.979782,sedan,4.76,8.25,15.27,14,4,0
R008915,2024-01-26 06:39:13,40.701062,-73.985284,40.688122,-74.043067,suv,5.08,8.73,24.61,6,4,0
R008916,2024-01-19 18:13:08,40.721998,-73.984797,40.7018,-73.976959,suv,2.34,8.86,24.45,18,4,1
R008917,2024-01-21 11:46:28,40.739921,-74.036985,40.670512,-73.992675,economy,8.57,17.36,17.14,11,6,0
R008918,2024-01-05 23:12:55,40.68448,-74.018098,40.671749,-73.971158,sedan,4.2,6.5,11.22,23,4,0
R008919,2024-01-22 06:28:05,40.723575,-73.970365,40.743234,-73.980532,economy,2.35,5.18,7.4,6,0,0
R008920,2024-01-29 17:01:29,40.693378,-73.966861,40.744354,-73.974521,sedan,5.7,18.75,31.25,17,0,1
R008921,2024-01-02 08:53:26,40.725882,-74.032814,40.700626,-73.983274,economy,5.03,13.22,14.8,8,1,1
R008922,2024-01-23 12:47:48,40.687866,-74.024321,40.680134,-74.025786,sedan,0.87,1.53,5.65,12,1,0
R008923,2024-01-25 03:13:58,40.691563,-74.012264,40.735267,-74.026331,sedan,5.0,5.42,12.13,3,3,0
R008924,2024-01-29 05:13:55,40.729732,-74.039955,40.743406,-74.019783,economy,2.28,5.12,6.56,5,0,0
R008925,2024-01-02 07:31:38,40.72243,-74.018442,40.735261,-73.973267,sedan,4.07,13.69,19.93,7,1,1
R008926,2024-01-06 00:19:41,40.750173,-73.973324,40.687795,-73.97171,sedan,6.94,8.83,16.24,0,5,0
R008927,2024-01-07 15:46:02,40.72974,-73.978362,40.689053,-74.024579,economy,5.97,12.38,12.96,15,6,0
R008928,2024-01-25 14:53:44,40.743517,-74.034286,40.687042,-73.980262,economy,7.76,13.84,14.62,14,3,0
R008929,2024-01-16 20:30:45,40.701744,-74.031845,40.752291,-73.978473,economy,7.2,13.75,15.05,20,1,0
